ncalls, tottime, percall, cumtime, percall, filename:lineno(function)
25, 0.000, 0.000, 0.000, 0.000, distribute_lib.py:352(_require_strategy_scope_extended)
60, 0.000, 0.000, 0.000, 0.000, context.py:932(_mode)
41, 0.000, 0.000, 0.000, 0.000, backend.py:1159(track_variable)
39, 0.000, 0.000, 0.000, 0.000, ops.py:3370(_add_op)
30, 0.000, 0.000, 0.000, 0.000, formatters.py:550(_in_deferred_types)
6, 0.000, 0.000, 0.000, 0.000, func_graph.py:141(<listcomp>)
8, 0.000, 0.000, 0.000, 0.000, base_conv.py:406(_get_input_channel)
6, 0.000, 0.000, 0.000, 0.000, ntpath.py:180(split)
2, 0.000, 0.000, 0.000, 0.000, call_trees.py:145(_kwargs_to_dict)
33, 0.000, 0.000, 0.000, 0.000, widget.py:398(<listcomp>)
8, 0.000, 0.000, 0.000, 0.000, batch_normalization.py:398(<dictcomp>)
24, 0.000, 0.000, 0.000, 0.000, _weakrefset.py:37(__init__)
66, 0.000, 0.000, 0.000, 0.000, loader.py:240(__init__)
2, 0.000, 0.000, 0.000, 0.000, func_graph.py:93(encode_arg)
21, 0.000, 0.000, 0.000, 0.000, op_def_library.py:103(_Flatten)
39, 0.000, 0.000, 0.000, 0.000, ops.py:4945(_control_dependencies_for_inputs)
6, 0.000, 0.000, 0.000, 0.000, summary_ops_v2.py:1388(trace_off)
3, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:486(_init_module_attrs)
39, 0.000, 0.000, 0.000, 0.000, lock_util.py:105(_another_group_active)
5, 0.000, 0.000, 0.000, 0.000, dataset_ops.py:673(_common_args)
33, 0.000, 0.000, 0.000, 0.000, traitlets.py:1654(unobserve)
12, 0.000, 0.000, 0.000, 0.000, random_seed.py:38(get_seed)
355, 0.000, 0.000, 0.000, 0.000, object_identity.py:32(__init__)
8, 0.000, 0.000, 0.000, 0.000, base_layer.py:3353(<listcomp>)
39, 0.000, 0.000, 0.000, 0.000, threading.py:381(notify_all)
144, 0.000, 0.000, 0.000, 0.000, context.py:977(device_spec)
43/35, 0.000, 0.000, 0.000, 0.000, nest.py:1002(_yield_flat_up_to)
39, 0.000, 0.000, 0.000, 0.000, ops.py:5470(_mutation_lock)
39, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.util._tf_stack.extract_stack_for_op}
40, 0.000, 0.000, 0.000, 0.000, templates.py:50(_apply_override)
229, 0.000, 0.000, 0.000, 0.000, {method, 'match' of 're.Pattern' objects}
7, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:156(__enter__)
110, 0.000, 0.000, 0.000, 0.000, _collections_abc.py:849(__iter__)
39, 0.000, 0.000, 0.000, 0.000, ops.py:5372(_snapshot_device_function_stack_metadata)
332, 0.000, 0.000, 0.000, 0.000, c_api_util.py:54(get)
48, 0.000, 0.000, 0.000, 0.000, training.py:347(<genexpr>)
236, 0.000, 0.000, 0.000, 0.000, {built-in, method builtins.sorted}
1, 0.000, 0.000, 0.000, 0.000, inspect.py:809(findsource)
1, 0.000, 0.000, 0.000, 0.000, synchronize.py:10(<module>)
13, 0.000, 0.000, 0.000, 0.000, structure.py:292(get_flat_tensor_shapes)
2, 0.000, 0.000, 0.000, 0.000, tempfile.py:149(__next__)
1, 0.000, 0.000, 0.000, 0.000, function_spec.py:573(_validate_python_function)
17, 0.000, 0.000, 0.000, 0.000, base_layer.py:1271(input_spec)
33, 0.000, 0.000, 0.000, 0.000, comm.py:62(_default_kernel)
99, 0.000, 0.000, 0.000, 0.000, loader.py:297(__contains__)
4, 0.000, 0.000, 0.000, 0.000, ast3.py:416(visit_arguments)
1, 0.000, 0.000, 0.000, 0.000, converter.py:190(to_ast)
3/1, 0.000, 0.000, 0.000, 0.000, sre_compile.py:87(_compile)
106, 0.000, 0.000, 0.000, 0.000, base_layer.py:1168(dtype)
1, 0.000, 0.000, 0.000, 0.000, context.py:1244(function_call_options)
66, 0.000, 0.000, 0.000, 0.000, resource_variable_ops.py:81(_set_handle_shapes_and_types)
6, 0.000, 0.000, 0.000, 0.000, {method, 'strftime' of 'datetime.date' objects}
28, 0.000, 0.000, 0.000, 0.000, op_def_library.py:187(_MakeType)
6, 0.000, 0.000, 0.000, 0.000, ops.py:609(get_shape)
13, 0.000, 0.000, 0.000, 0.000, tensor_util.py:306(_AssertCompatible)
21, 0.000, 0.000, 0.000, 0.000, op_def_library.py:366(_CanExtractAttrsFastPath)
96, 0.000, 0.000, 0.000, 0.000, _weakrefset.py:21(__enter__)
182/126, 0.000, 0.000, 0.000, 0.000, qual_names.py:157(__hash__)
2, 0.000, 0.000, 0.000, 0.000, cfg.py:238(visit_forward)
3, 0.000, 0.000, 0.000, 0.000, widget.py:197(register_callback)
39, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_NewOperation}
6, 0.000, 0.000, 0.000, 0.000, nest.py:1687(flatten_with_tuple_paths)
45, 0.000, 0.000, 0.000, 0.000, errors_impl.py:53(__init__)
7, 0.000, 0.000, 0.000, 0.000, cfg.py:72(freeze)
7, 0.000, 0.000, 0.000, 0.000, activity.py:236(__init__)
45, 0.000, 0.000, 0.000, 0.000, {method, 'throw' of 'generator' objects}
11, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:166(_get_module_lock)
37, 0.000, 0.000, 0.000, 0.000, auto_control_deps_utils.py:108(<genexpr>)
39, 0.000, 0.000, 0.000, 0.000, op_callbacks.py:114(should_invoke_op_callbacks)
5, 0.000, 0.000, 0.000, 0.000, {method, '__exit__' of '_io._IOBase' objects}
3, 0.000, 0.000, 0.000, 0.000, widget_float.py:41(_validate_min)
1, 0.000, 0.000, 0.000, 0.000, structure.py:374(to_tensor_list)
2, 0.000, 0.000, 0.000, 0.000, ops.py:2205(colocation_groups)
5, 0.000, 0.000, 0.000, 0.000, func_graph.py:481(control_dependencies)
13, 0.000, 0.000, 0.000, 0.000, threading.py:528(__init__)
59, 0.000, 0.000, 0.000, 0.000, config_lib.py:46(get_action)
8, 0.000, 0.000, 0.000, 0.000, base_conv.py:317(_spatial_output_shape)
78, 0.000, 0.000, 0.000, 0.000, {method, 'ByteSize' of 'google.protobuf.pyext._message.CMessage' objects}
38, 0.000, 0.000, 0.000, 0.000, auto_control_deps.py:158(collective_manager_ids_from_op)
2, 0.000, 0.000, 0.000, 0.000, gen_dataset_ops.py:750(batch_dataset_v2)
4, 0.000, 0.000, 0.000, 0.000, tensor_shape.py:1002(concatenate)
21, 0.000, 0.000, 0.000, 0.000, op_def_library.py:392(_ExtractDefaultTypesAndAllowedTypes)
11, 0.000, 0.000, 0.000, 0.000, ag_logging.py:117(has_verbosity)
147, 0.000, 0.000, 0.000, 0.000, ops.py:4404(_name_stack)
6, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:385(cached)
3, 0.000, 0.000, 0.000, 0.000, inspect.py:3040(bind)
3, 0.000, 0.000, 0.000, 0.000, 414650165.py:5(<lambda>)
3, 0.000, 0.000, 0.000, 0.000, ops.py:690(set_shape)
1, 0.000, 0.000, 0.000, 0.000, context.py:1061(config)
37, 0.000, 0.000, 0.000, 0.000, c_api_util.py:232(tf_output)
24, 0.000, 0.000, 0.000, 0.000, compat.py:182(path_to_bytes)
98, 0.000, 0.000, 0.000, 0.000, ops.py:5428(_control_dependencies_stack)
39, 0.000, 0.000, 0.000, 0.000, lock_util.py:73(group)
34, 0.000, 0.000, 0.000, 0.000, op_def_library.py:595(<listcomp>)
3, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_GraphToFunction_wrapper}
142, 0.000, 0.000, 0.000, 0.000, base.py:49(__init__)
99, 0.000, 0.000, 0.000, 0.000, loader.py:218(_is_section_key)
19, 0.000, 0.000, 0.000, 0.000, activity.py:203(mark_param)
2, 0.000, 0.000, 0.000, 0.000, gen_dataset_ops.py:8019(tensor_slice_dataset)
110, 0.000, 0.000, 0.000, 0.000, ops.py:220(uid)
71, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_SetAttrValueProto}
4/2, 0.000, 0.000, 0.000, 0.000, unsupported_features_checker.py:28(visit_Attribute)
2, 0.000, 0.000, 0.000, 0.000, ops.py:7142(_op_to_colocate_with)
24, 0.000, 0.000, 0.000, 0.000, ops.py:4211(as_default)
8, 0.000, 0.000, 0.000, 0.000, ops.py:2635(_set_attr_with_buf)
2, 0.000, 0.000, 0.000, 0.000, structure.py:395(<lambda>)
36, 0.000, 0.000, 0.000, 0.000, ops.py:4149(_get_operation_by_tf_operation)
3, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:491(_get_cached)
11, 0.000, 0.000, 0.000, 0.000, ag_logging.py:110(get_verbosity)
3, 0.000, 0.000, 0.000, 0.000, inspect.py:2909(_bind)
66, 0.000, 0.000, 0.000, 0.000, {method, 'append' of 'google.protobuf.pyext._message.RepeatedCompositeContainer' objects}
23, 0.000, 0.000, 0.000, 0.000, func_graph.py:1353(device_stack_has_callable)
50, 0.000, 0.000, 0.000, 0.000, data_structures.py:537(_check_external_modification)
8, 0.000, 0.000, 0.000, 0.000, base_conv.py:318(<listcomp>)
24, 0.000, 0.000, 0.000, 0.000, context.py:2294(graph_mode)
86, 0.000, 0.000, 0.000, 0.000, ops.py:5397(_colocation_stack)
17, 0.000, 0.000, 0.000, 0.000, threading.py:228(__init__)
39, 0.000, 0.000, 0.000, 0.000, threading.py:351(notify)
96, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_NewBuffer}
4, 0.000, 0.000, 0.000, 0.000, tensor_spec.py:437(<lambda>)
5, 0.000, 0.000, 0.000, 0.000, reaching_fndefs.py:84(visit_node)
87, 0.000, 0.000, 0.000, 0.000, {method, 'CopyFrom' of 'google.protobuf.pyext._message.CMessage' objects}
9, 0.000, 0.000, 0.000, 0.000, ag_logging.py:134(log)
3, 0.000, 0.000, 0.000, 0.000, func_graph.py:1468(_get_defun_inputs_from_kwargs)
1, 0.000, 0.000, 0.000, 0.000, memory_profiler.py:670(__call__)
7, 0.000, 0.000, 0.000, 0.000, _weakrefset.py:121(update)
10, 0.000, 0.000, 0.000, 0.000, data_structures.py:182(__init__)
3, 0.000, 0.000, 0.000, 0.000, <__array_function__, internals>:177(interp)
2, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:313(add_to_graph)
142, 0.000, 0.000, 0.000, 0.000, base.py:424(_lookup_dependency)
3, 0.000, 0.000, 0.000, 0.000, function_spec.py:695(<genexpr>)
1, 0.000, 0.000, 0.000, 0.000, tf_stack.py:117(__init__)
2, 0.000, 0.000, 0.000, 0.000, indexed_slices.py:306(internal_convert_to_tensor_or_indexed_slices)
2, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:645(_compile_bytecode)
1, 0.000, 0.000, 0.000, 0.000, image_ops_impl.py:200(_CheckAtLeast3DImage)
39, 0.000, 0.000, 0.000, 0.000, ops.py:4979(_record_op_seen_by_control_dependencies)
41, 0.000, 0.000, 0.000, 0.000, base.py:507(_preload_simple_restoration)
7, 0.000, 0.000, 0.000, 0.000, function_type.py:32(__init__)
1, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:908(source_to_code)
3, 0.000, 0.000, 0.000, 0.000, device_spec.py:145(from_string)
38, 0.000, 0.000, 0.000, 0.000, control_flow_util.py:78(IsInWhileLoop)
15, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.framework._op_def_registry.get}
2, 0.000, 0.000, 0.000, 0.000, tensor_spec.py:163(is_compatible_with)
19, 0.000, 0.000, 0.000, 0.000, weakref.py:165(__setitem__)
11, 0.000, 0.000, 0.000, 0.000, os.py:771(getenv)
3, 0.000, 0.000, 0.000, 0.000, std.py:1279(close)
5, 0.000, 0.000, 0.000, 0.000, ops.py:4988(control_dependencies)
2, 0.000, 0.000, 0.000, 0.000, tensor_spec.py:97(is_compatible_with)
8, 0.000, 0.000, 0.000, 0.000, tf_utils.py:237(validate_axis)
1, 0.000, 0.000, 0.000, 0.000, synchronize.py:186(__init__)
21, 0.000, 0.000, 0.000, 0.000, op_def_library.py:349(_ExtractOutputStructure)
21, 0.000, 0.000, 0.000, 0.000, op_def_library.py:106(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, memory_profiler.py:685(add_function)
3, 0.000, 0.000, 0.000, 0.000, widget.py:35(<listcomp>)
31, 0.000, 0.000, 0.000, 0.000, tf_utils.py:179(<lambda>)
1, 0.000, 0.000, 0.000, 0.000, memory_profiler.py:602(add)
1, 0.000, 0.000, 0.000, 0.000, synchronize.py:50(__init__)
1, 0.000, 0.000, 0.000, 0.000, nest.py:1167(flatten_up_to)
21, 0.000, 0.000, 0.000, 0.000, ops.py:6387(_get_graph_from_inputs)
4, 0.000, 0.000, 0.000, 0.000, function_cache.py:76(__hash__)
6, 0.000, 0.000, 0.000, 0.000, ops.py:7213(raise_from_not_ok_status)
2, 0.000, 0.000, 0.000, 0.000, {built-in, method marshal.loads}
198, 0.000, 0.000, 0.000, 0.000, object_identity.py:132(__init__)
1, 0.000, 0.000, 0.000, 0.000, inspect_utils.py:305(getfutureimports)
8, 0.000, 0.000, 0.000, 0.000, ops.py:1767(internal_convert_to_tensor_or_composite)
20/19, 0.000, 0.000, 0.000, 0.000, templates.py:214(_convert_to_ast)
1, 0.000, 0.000, 0.000, 0.000, tempfile.py:495(__exit__)
30, 0.000, 0.000, 0.000, 0.000, context.py:249(push)
4, 0.000, 0.000, 0.000, 0.000, from_tensor_slices_op.py:39(<lambda>)
7, 0.000, 0.000, 0.000, 0.000, cfg.py:341(_add_new_node)
2, 0.000, 0.000, 0.000, 0.000, tempfile.py:152(<listcomp>)
18, 0.000, 0.000, 0.000, 0.000, object_identity.py:144(__delitem__)
3, 0.000, 0.000, 0.000, 0.000, type_spec.py:166(make_supertype_attribute)
4, 0.000, 0.000, 0.000, 0.000, function_type.py:245(__hash__)
32, 0.000, 0.000, 0.000, 0.000, initializers_v2.py:1100(_get_dtype)
2, 0.000, 0.000, 0.000, 0.000, ops.py:3636(_add_function)
105, 0.000, 0.000, 0.000, 0.000, traitlets.py:1233(__get__)
5, 0.000, 0.000, 0.000, 0.000, __init__.py:916(format)
4, 0.000, 0.000, 0.000, 0.000, tensor_spec.py:254(_unbatch)
1, 0.000, 0.000, 0.000, 0.000, data_structures.py:795(__init__)
12, 0.000, 0.000, 0.000, 0.000, ast3.py:272(_make_arg)
9, 0.000, 0.000, 0.000, 0.000, traitlets.py:3345(validate)
75, 0.000, 0.000, 0.000, 0.000, structure.py:288(<genexpr>)
3, 0.000, 0.000, 0.000, 0.000, context.py:2700(add_function)
1, 0.000, 0.000, 0.000, 0.000, inspect_utils.py:317(<genexpr>)
72, 0.000, 0.000, 0.000, 0.000, context.py:2010(__init__)
3, 0.000, 0.000, 0.000, 0.000, std.py:576(_get_free_pos)
1, 0.000, 0.000, 0.000, 0.000, sre_compile.py:560(_compile_info)
6, 0.000, 0.000, 0.000, 0.000, ops.py:1744(convert_to_tensor_or_composite)
10, 0.000, 0.000, 0.000, 0.000, tensor_util.py:260(inner)
4, 0.000, 0.000, 0.000, 0.000, ast3.py:425(<listcomp>)
8/6, 0.000, 0.000, 0.000, 0.000, ast.py:1420(visit_Attribute)
156, 0.000, 0.000, 0.000, 0.000, policy.py:257(variable_dtype)
3, 0.000, 0.000, 0.000, 0.000, function_base.py:1456(interp)
1, 0.000, 0.000, 0.000, 0.000, cond_v2.py:849(_get_output_shapes)
4, 0.000, 0.000, 0.000, 0.000, textwrap.py:414(dedent)
39, 0.000, 0.000, 0.000, 0.000, configurable.py:522(instance)
6, 0.000, 0.000, 0.000, 0.000, core.py:24(_status_to_exception)
3, 0.000, 0.000, 0.000, 0.000, context.py:1273(add_function)
5, 0.000, 0.000, 0.000, 0.000, device_spec.py:107(__init__)
32, 0.000, 0.000, 0.000, 0.000, initializers_v2.py:1153(_validate_kwargs)
177, 0.000, 0.000, 0.000, 0.000, traitlets.py:512(instance_init)
3, 0.000, 0.000, 0.000, 0.000, notebook.py:81(_json_)
62, 0.000, 0.000, 0.000, 0.000, config_lib.py:29(matches)
1, 0.000, 0.000, 0.000, 0.000, synchronize.py:114(_make_name)
3, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:276(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, cond_v2.py:1245(_set_read_only_resource_inputs_attr)
16, 0.000, 0.000, 0.000, 0.000, random.py:343(choice)
15, 0.000, 0.000, 0.000, 0.000, ops.py:6063(inside_function)
1, 0.000, 0.000, 0.000, 0.000, copy.py:66(copy)
48, 0.000, 0.000, 0.000, 0.000, ops.py:5673(get_controller)
5, 0.000, 0.000, 0.000, 0.000, dataset_ops.py:628(_flat_shapes)
21, 0.000, 0.000, 0.000, 0.000, op_def_library.py:699(_ExtractRemainingAttrs)
35, 0.000, 0.000, 0.000, 0.000, inspect.py:936(tokeneater)
3, 0.000, 0.000, 0.000, 0.000, templates.py:181(visit_Attribute)
39, 0.000, 0.000, 0.000, 0.000, ops.py:2619(traceback)
25, 0.000, 0.000, 0.000, 0.000, variables.py:1139(_shared_name)
5, 0.000, 0.000, 0.000, 0.000, __init__.py:650(format)
76, 0.000, 0.000, 0.000, 0.000, data_structures.py:191(_attribute_sentinel)
3, 0.000, 0.000, 0.000, 0.000, std.py:583(_decr_instances)
160, 0.000, 0.000, 0.000, 0.000, ops.py:457(dtype)
1, 0.000, 0.000, 0.000, 0.000, tensor_shape.py:1305(most_specific_compatible_shape)
57, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_GetBuffer}
4, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:203(_lock_unlock_module)
3, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:696(spec_from_file_location)
3, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:1077(path_stats)
78, 0.000, 0.000, 0.000, 0.000, lock_util.py:106(<genexpr>)
98, 0.000, 0.000, 0.000, 0.000, ops.py:3032(name_from_scope_name)
3, 0.000, 0.000, 0.000, 0.000, zmqshell.py:74(_hooks)
117, 0.000, 0.000, 0.000, 0.000, lock_util.py:109(_validate_group_id)
565, 0.000, 0.000, 0.000, 0.000, {method, 'update' of 'set' objects}
3, 0.000, 0.000, 0.000, 0.000, std.py:579(<setcomp>)
112, 0.000, 0.000, 0.000, 0.000, object_identity.py:39(_assert_type)
3, 0.000, 0.000, 0.000, 0.000, function_spec.py:549(_validate_signature)
4, 0.000, 0.000, 0.000, 0.000, function_type.py:121(__init__)
75, 0.000, 0.000, 0.000, 0.000, ops.py:3793(<genexpr>)
4, 0.000, 0.000, 0.000, 0.000, function_type.py:105(__hash__)
10, 0.000, 0.000, 0.000, 0.000, layer_utils.py:82(__init__)
142, 0.000, 0.000, 0.000, 0.000, base.py:409(_deferred_dependencies)
50, 0.000, 0.000, 0.000, 0.000, resource_variable_ops.py:532(device)
3, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TFE_ContextAddFunction}
105, 0.000, 0.000, 0.000, 0.000, inspect.py:73(isclass)
10, 0.000, 0.000, 0.000, 0.000, tensor_util.py:191(GetNumpyAppendFn)
2, 0.000, 0.000, 0.000, 0.000, function_context.py:42(make_function_context)
1, 0.000, 0.000, 0.000, 0.000, image_ops_impl.py:309(fix_image_flip_shape)
4, 0.000, 0.000, 0.000, 0.000, c_api_util.py:95(__init__)
9, 0.000, 0.000, 0.000, 0.000, inspect.py:727(getmodule)
58, 0.000, 0.000, 0.000, 0.000, data_structures.py:388(_name_element)
5, 0.000, 0.000, 0.000, 0.000, dataset_ops.py:637(_flat_types)
99, 0.000, 0.000, 0.000, 0.000, object_identity.py:182(<genexpr>)
4, 0.000, 0.000, 0.000, 0.000, cfg.py:168(__init__)
1, 0.000, 0.000, 0.000, 0.000, tensor_shape.py:1171(most_specific_common_supertype)
22, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_GraphGetOpDef}
12, 0.000, 0.000, 0.000, 0.000, backend.py:393(_internal_set_learning_phase)
65, 0.000, 0.000, 0.000, 0.000, options.py:33(__init__)
96, 0.000, 0.000, 0.000, 0.000, _weakrefset.py:17(__init__)
22, 0.000, 0.000, 0.000, 0.000, transformer.py:247(__init__)
11, 0.000, 0.000, 0.000, 0.000, os.py:674(__getitem__)
39, 0.000, 0.000, 0.000, 0.000, context.py:1400(op_callbacks)
1, 0.000, 0.000, 0.000, 0.000, {method, 'write' of '_io.FileIO' objects}
5, 0.000, 0.000, 0.000, 0.000, inspect.py:655(getfile)
3, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:1350(<genexpr>)
3, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:145(_path_is_mode_type)
104, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_DeleteBuffer}
72, 0.000, 0.000, 0.000, 0.000, device.py:40(is_device_spec)
66, 0.000, 0.000, 0.000, 0.000, traitlets.py:2604(validate)
21, 0.000, 0.000, 0.000, 0.000, trait_types.py:161(validate)
101, 0.000, 0.000, 0.000, 0.000, transformer.py:145(__iter__)
36, 0.000, 0.000, 0.000, 0.000, control_flow_util.py:176(GetOutputContext)
39, 0.000, 0.000, 0.000, 0.000, _collections_abc.py:779(items)
66, 0.000, 0.000, 0.000, 0.000, loader.py:244(_ensure_subconfig)
3, 0.000, 0.000, 0.000, 0.000, __init__.py:48(create_string_buffer)
3, 0.000, 0.000, 0.000, 0.000, func_graph.py:1376(check_func_mutation)
47, 0.000, 0.000, 0.000, 0.000, ops.py:462(graph)
66, 0.000, 0.000, 0.000, 0.000, traitlets.py:2481(validate)
1, 0.000, 0.000, 0.000, 0.000, function_cache.py:112(lookup)
64, 0.000, 0.000, 0.000, 0.000, traceable_stack.py:109(peek_objs)
4, 0.000, 0.000, 0.000, 0.000, cfg.py:384(add_ordinary_node)
6, 0.000, 0.000, 0.000, 0.000, summary_ops_v2.py:330(as_default)
4, 0.000, 0.000, 0.000, 0.000, ast.py:1492(visit_arguments)
4, 0.000, 0.000, 0.000, 0.000, cfg.py:198(reset)
3, 0.000, 0.000, 0.000, 0.000, utils.py:162(__init__)
45, 0.000, 0.000, 0.000, 0.000, ops.py:2244(name)
3, 0.000, 0.000, 0.000, 0.000, cfg.py:433(add_exit_node)
1, 0.000, 0.000, 0.000, 0.000, tf_inspect.py:359(getsourcefile)
1, 0.000, 0.000, 0.000, 0.000, function_cache.py:133(add)
16, 0.000, 0.000, 0.000, 0.000, random.py:237(_randbelow_with_getrandbits)
134, 0.000, 0.000, 0.000, 0.000, qual_names.py:100(has_subscript)
1, 0.000, 0.000, 0.000, 0.000, type_dispatch.py:75(dispatch)
3/1, 0.000, 0.000, 0.000, 0.000, nest.py:1032(assert_shallow_structure)
90, 0.000, 0.000, 0.000, 0.000, ast.py:716(write)
17, 0.000, 0.000, 0.000, 0.000, transformer.py:112(__init__)
66, 0.000, 0.000, 0.000, 0.000, uuid.py:333(hex)
11, 0.000, 0.000, 0.000, 0.000, converter.py:251(__init__)
34, 0.000, 0.000, 0.000, 0.000, ops.py:6773(__init__)
4, 0.000, 0.000, 0.000, 0.000, ops.py:5887(_get_outer_context_and_inner_device_stack)
5, 0.000, 0.000, 0.000, 0.000, ntpath.py:203(splitext)
110, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TFE_Py_UID}
12, 0.000, 0.000, 0.000, 0.000, traitlets.py:2689(validate)
2, 0.000, 0.000, 0.000, 0.000, call_trees.py:127(_args_to_tuple)
1, 0.000, 0.000, 0.000, 0.000, ast.py:1223(visit_List)
14, 0.000, 0.000, 0.000, 0.000, tensor_util.py:336(_is_array_like)
6, 0.000, 0.000, 0.000, 0.000, gfile.py:113(__init__)
50, 0.000, 0.000, 0.000, 0.000, threading.py:271(_is_owned)
81, 0.000, 0.000, 0.000, 0.000, _collections_abc.py:262(__subclasshook__)
134, 0.000, 0.000, 0.000, 0.000, qual_names.py:103(has_attr)
4, 0.000, 0.000, 0.000, 0.000, tf_inspect.py:344(getmodule)
2, 0.000, 0.000, 0.000, 0.000, device_spec.py:215(make_merged_spec)
33, 0.000, 0.000, 0.000, 0.000, traitlets.py:1575(_remove_notifiers)
26, 0.000, 0.000, 0.000, 0.000, op_def_library.py:36(_Attr)
9, 0.000, 0.000, 0.000, 0.000, std.py:112(__enter__)
36, 0.000, 0.000, 0.000, 0.000, ops.py:4126(_get_operation_by_name_unsafe)
3, 0.000, 0.000, 0.000, 0.000, func_graph.py:1360(has_mutation)
1, 0.000, 0.000, 0.000, 0.000, random_seed.py:25(get_seed)
66, 0.000, 0.000, 0.000, 0.000, ipkernel.py:55(_get_comm_manager)
16, 0.000, 0.000, 0.000, 0.000, conv_utils.py:118(conv_output_length)
1, 0.000, 0.000, 0.000, 0.000, dtypes.py:126(max)
43, 0.000, 0.000, 0.000, 0.000, ops.py:6757(<genexpr>)
34, 0.000, 0.000, 0.000, 0.000, origin_info.py:53(line_loc)
3, 0.000, 0.000, 0.000, 0.000, cfg.py:400(_add_jump_node)
50, 0.000, 0.000, 0.000, 0.000, {built-in, method _thread.allocate_lock}
10, 0.000, 0.000, 0.000, 0.000, tensor_util.py:183(GetFromNumpyDTypeDict)
3, 0.000, 0.000, 0.000, 0.000, {method, 'read' of '_io.BufferedReader' objects}
4, 0.000, 0.000, 0.000, 0.000, naming.py:27(new_symbol)
11, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:58(__init__)
2, 0.000, 0.000, 0.000, 0.000, {built-in, method builtins.dir}
6, 0.000, 0.000, 0.000, 0.000, notebook.py:206(colour)
6, 0.000, 0.000, 0.000, 0.000, errors_impl.py:426(__init__)
73, 0.000, 0.000, 0.000, 0.000, _collections_abc.py:315(__subclasshook__)
3/1, 0.000, 0.000, 0.000, 0.000, sre_parse.py:175(getwidth)
110, 0.000, 0.000, 0.000, 0.000, ops.py:2228(_get_control_flow_context)
21, 0.000, 0.000, 0.000, 0.000, op_def_library.py:790(<listcomp>)
39, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_OperationGetStackTrace}
23, 0.000, 0.000, 0.000, 0.000, func_graph.py:1355(<genexpr>)
66, 0.000, 0.000, 0.000, 0.000, {built-in, method nt.urandom}
2, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:154(_path_isfile)
32, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_AddInput}
9, 0.000, 0.000, 0.000, 0.000, {built-in, method _warnings.warn}
100, 0.000, 0.000, 0.000, 0.000, data_structures.py:505(_external_modification)
81, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_OperationName}
8, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:127(_path_split)
6, 0.000, 0.000, 0.000, 0.000, context.py:1960(disable_run_metadata)
65, 0.000, 0.000, 0.000, 0.000, ops.py:872(_as_tf_output)
11, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:87(acquire)
63, 0.000, 0.000, 0.000, 0.000, origin_info.py:190(_absolute_col_offset)
78, 0.000, 0.000, 0.000, 0.000, traceable_stack.py:113(peek_traceable_objs)
41, 0.000, 0.000, 0.000, 0.000, base_layer_utils.py:931(is_split_variable)
2, 0.000, 0.000, 0.000, 0.000, tf_stack.py:45(__enter__)
